Compound Name	Chemical Formula	SMILES	Names	Object ID	InChI-Key
(+)-dehydrodiconiferyl acid	C20H19O7	COC1(\C(\O)=C/C=C(/C=1)/[C@H]2(OC3(C(/OC)=C\C(/C=C/C([O-])=O)=CC([C@H](CO)2)=3)))	(+)-dehydrodiconiferyl acid // (+)-DCA-C // (2E)-3-[(2S,3R)-2-(4-hydroxy-3-methoxyphenyl)-3-(hydroxymethyl)-7-methoxy-2,3-dihydrobenzofuran-5-yl] acrylate	CPD-18963	InChIKey=FHYQIQMSODIFCP-ZMOFONSMSA-M
(+)-dehydrodiconiferyl acid aldehyde	C20H17O7	COC1(\C(\O)=C/C=C(/C=1)/[C@H]2(OC3(C(/OC)=C\C(/C=C/C([O-])=O)=CC([C@H](C=O)2)=3)))	(+)-dehydrodiconiferyl acid aldehyde // (+)-DCA-CL // (2E)-3-[(2S,3S)-3-formyl-2-(4-hydroxy-3-methoxyphenyl)-7-methoxy-2,3-dihydro-1-benzofuran-5-yl]prop-2-enoate	CPD-18964	InChIKey=WJCNWNKOLJMKJE-ZMOFONSMSA-M
(+)-dehydrodiconiferyl acid carboxylate	C20H16O8	COC1(\C(\O)=C/C=C(/C=1)/[C@H]2(OC3(C(/OC)=C\C(/C=C/C([O-])=O)=CC([C@H](C([O-])=O)2)=3)))	(+)-dehydrodiconiferyl acid carboxylate // (+)-DCA-CC // (2S,3S)-5-[(1E)-2-carboxyeth-1-en-1-yl]-2-(4-hydroxy-3-methoxyphenyl)-7-methoxy-2,3-dihydro-1-benzofuran-3-carboxylate	CPD-18965	InChIKey=JTHPLBUVRLOJBB-KCILRPRFSA-L
(+)-dehydrodiconiferyl acid gem-diol	C20H19O8	COC1(\C(\O)=C/C=C(/C=1)/[C@H]2(OC3(C(/OC)=C\C(/C=C/C([O-])=O)=CC([C@H](C(O)O)2)=3)))	(+)-dehydrodiconiferyl acid gem-diol	CPD-19314	InChIKey=CRNUHUFIZWEHLT-KCILRPRFSA-M
(+)-dehydrodiconiferyl alcohol	C20H22O6	COC1(\C(\O)=C/C=C(/C=1)/[C@H]2(OC3(C(/OC)=C\C(/C=C/CO)=CC([C@H](CO)2)=3)))	(+)-dehydrodiconiferyl alcohol // (+)-DCA	CPD-18961	InChIKey=KUSXBOZNRPQEON-LNFBDUAVSA-N
(+)-dehydrodiconiferyl aldehyde	C20H20O6	C(=O)[R]	(+)-dehydrodiconiferyl aldehyde // (+)-DCA-L // (2E)-3-[(2S,3R)-2-(4-hydroxy-3-methoxyphenyl)-3-(hydroxymethyl)-7-methoxy-2,3-dihydrobenzofuran-5-yl] acrylaldehyde	CPD-18962	InChIKey=GWCSSLSMGCFIFR-LNFBDUAVSA-N
(+)-&delta;-amorphene	C15H24	CC(C)[C@H]2([C@@H]1(C(/CCC(/C)=C/1)=C(C)/CC2))	(+)-delta-amorphene	CPD-8793	InChIKey=FUCYIEXQVQJBKY-DZGCQCFKSA-N
(+)-&delta;-cadinene	C15H24	CC([C@@H]2(CCC(/C)=C1(CCC(/C)=C/[C@H]12)))C	(+)-delta-cadinene // (1S,8aR)-1-isopropyl-4,7-di-methyl-1,2,3,5,6,8a-hexahydronaphthalene	CPD-1722	InChIKey=FUCYIEXQVQJBKY-ZFWWWQNUSA-N
(+)-&delta;-selinene	C15H24	CC(C1(\CC[C@]2(CCCC(/C)=C(/C=1)/2)C))C	(+)-delta-selinene // (4aR)-1,4a-dimethyl-7-(propan-2-yl)-2,3,4,4a,5,6-hexahydronaphthalene	CPD-8758	InChIKey=VEGYMPQCXPVQJY-OAHLLOKOSA-N
(+)-demethylpiperitol	C19H18O6	C1(OC2(\C(\O1)=C/C=C(/C=2)/[C@H]3(OC[C@H]4([C@H](OC[C@H]34)C5(\C=C(C(/O)=C\C=5)\O)))))	(+)-demethylpiperitol // (+)-sesamin monocatechol	CPD-19800	InChIKey=CGEORJKFOZSMEZ-MBZVMHRFSA-N
(+)-didemethylpinoresinol	C18H18O6	C4(/C=C(C(/O)=C\C(\[C@@H]2([C@H]3(CO[C@H](C1(\C=C(C(/O)=C\C=1)\O))[C@@H](CO2)3)))=4)/O)	(+)-didemethylpinoresinol // (+)-sesamin dicatechol	CPD-19801	InChIKey=OQSOTSIYXPYTRE-YDOWWZDFSA-N
(+)-dihydrocarveol	C10H18O1	O[R]	(+)-dihydrocarveol // (1S,2S,4S)-dihydrocarveol // (1S,2S,4S)-menth-8-en-2-ol	CPD-10026	InChIKey=KRCZYMFUWVJCLI-GUBZILKMSA-N
(+)-dihydrocarvone	C10H16O1	C=C(C)[C@@H]1(CC[C@@H](C)C(=O)C1)	(+)-dihydrocarvone // (E)-dihydrocarvone // d-dihydrocarvone // (1R,4R)-dihydrocarvone	CPD-10039	InChIKey=AZOCECCLWFDTAP-RKDXNWHRSA-N
(+)-dihydrokaempferol	C15H12O6	C3([R3])(C(/[R4])=C([R5])/C(/C1(OC2(/C(\[R9])=C([R8])\C(/[R7])=C([R6])/C(/C(=O)C(O)1)=2)))=C([R1])\C(/[R2])=3)	(+)-dihydrokaempferol // (+)-aromadendrin // (2R,3R)-dihydrokaempferol	DIHYDROKAEMPFEROL-CMPD	InChIKey=PADQINQHPQKXNL-LSDHHAIUSA-N
(+)-dihydromyricetin	C15H11O8	C3(/C(/[C@H]1(OC2(/C=C(/C=C(C(\C([C@@H]1O)=O)=2)/O)/[O-])))=C\C(\O)=C(C(/O)=3)\O)	(+)-dihydromyricetin // (+)-ampelopsin	CPD-7087	InChIKey=KJXSIXMJHKAJOD-LSDHHAIUSA-M
(+)-<i>endo</i>-&beta;-bergamotene	C15H24	CC(C)=CCC[C@@]1(C)([C@@H]2(C[C@@H]1C(CC2)=C))	(+)-endo-beta-bergamotene // (+)-cis-beta-bergamotene	CPD-11287	InChIKey=DGZBGCMPRYFWFF-KKUMJFAQSA-N
(+)-<i>epi</i>-&alpha;-bisabolol	C15H26O1	CC(C)=CCC[C@](C)(O)[C@@H]1(CCC(/C)=C/C1)	(+)-epi-alpha-bisabolol	CPD-13270	InChIKey=RGZSQWQPBWRIAQ-GJZGRUSLSA-N
(+)-<i>epi</i>-&beta;-santalene	C15H24	CC(C)=CCCC1(C)(C(C2(CCC1C2))=C)	(+)-epi-beta-santalene	+-epi-beta-santalene	InChIKey=PGBNIHXXFQBCPU-UHFFFAOYSA-N
(+)-<i>epi</i>-isozizaene	C15H24	C[C@@H]1([C@@]23(C(/CC1)=C(C)/[C@@](C)(C)[C@@H](C2)CC3))	(+)-epi-isozizaene	CPD-9959	InChIKey=CYLSPJUZBPWJGC-ITDIGPHOSA-N
(+)-epiafzelechin	C15H14O5	C3(C(/[R2])=C([R1])/C(/[C@@H]1(OC2(\C(/[R9])=C([R8])/C(\[R7])=C([R6])\C(/C[C@@H]1O)=2)))=C([R5])\C(/[R4])=3)[R3]	(+)-epiafzelechin // (2S,3S)-epiafzelechin	CPD-19099	InChIKey=RSYUFYQTACJFML-ZFWWWQNUSA-N
(+)-epicatechin	C15H14O6	C3(C(/[R2])=C([R1])/C(/[C@@H]1(OC2(\C(/[R9])=C([R8])/C(\[R7])=C([R6])\C(/C[C@@H]1O)=2)))=C([R5])\C(/[R4])=3)[R3]	(+)-epicatechin // (2S,3S)-epicatechin	CPD-19100	InChIKey=PFTAWBLQPZVEMU-ZFWWWQNUSA-N
(+)-epicubenol	C15H26O1	CC(C)[C@H]1(CC[C@H](C)[C@@]2(O)([C@@H]1\C=C(C)/CC2))	(+)-epicubenol	CPD-12879	InChIKey=COGPRPSWSKLKTF-GBJTYRQASA-N
(+)-epigallocatechin	C15H14O7	C3(C(/[R2])=C([R1])/C(/[C@@H]1(OC2(\C(/[R9])=C([R8])/C(\[R7])=C([R6])\C(/C[C@@H]1O)=2)))=C([R5])\C(/[R4])=3)[R3]	(+)-epigallocatechin // (2S,3S)-epigallocatechin	CPD-19101	InChIKey=XMOCLSLCDHWDHP-WFASDCNBSA-N
(+)-episesamin	C20H18O6	C1(OC2(\C(\O1)=C/C=C(/C=2)/[C@H]5([C@H]6(CO[C@H](C4(\C=C3(C(/OCO3)=C\C=4)))[C@@H](CO5)6))))	(+)-episesamin	CPD-19802	InChIKey=PEYUIKBAABKQKQ-WZBLMQSHSA-N
(+)-epitaxifolin	C15H11O7	C3([R3])(C(/[R2])=C([R1])/C(/C1(/OC2(/C(\[R10])=C([R9])\C(/[R8])=C([R7])/C(/C(=O)C(/[R6])=1)=2)))=C([R5])\C(/[R4])=3)	(+)-epitaxifolin // cis-dihydroquercetin // (+)-dihydroquercetin	CPD-10291	InChIKey=CXQWRCVTCMQVQX-GJZGRUSLSA-M
(+)-eremophilene	C15H24	C=C([C@@H]1(C[C@]2([C@@H](CC\C=C(CC1)/2)C)C))C	(+)-eremophilene // (3S,4aS,5R)-4a,5-dimethyl-3-(prop-1-en-2-yl)-1,2,3,4,4a,5,6,7-octahydronaphthalene	CPD-20084	InChIKey=QEBNYNLSCGVZOH-IPYPFGDCSA-N
(+)-<i>exo</i>-5-hydroxycamphor	C10H16O2	CC1(C)([C@H]2([C@H](O)C[C@@]1(C(=O)C2)C))	(+)-exo-5-hydroxycamphor	CPD-863	InChIKey=DJQYBVLXBVJHMU-PJKMHFRUSA-N
(+)-<i>exo</i>-&beta;-bergamotene	C15H24	CC(C)=CCC[C@]1(C)([C@@H]2(C[C@@H]1C(CC2)=C))	(+)-exo-beta-bergamotene // trans-beta-bergamotene // (E)-beta-bergamotene // exo-beta-bergamotene	CPD-13402	InChIKey=DGZBGCMPRYFWFF-SOUVJXGZSA-N
(+)-gallocatechin	C15H14O7	C3(/C(/O)=C(C(/O)=C\C(\[C@H]1(OC2(\C(/C[C@H](O)1)=C(/C=C(/C=2)/O)\O)))=3)/O)	(+)-gallocatechin // (+)-gallocatechol	CPD-10358	InChIKey=XMOCLSLCDHWDHP-SWLSCSKDSA-N
(+)-&gamma;-amorphene	C15H24	CC(C)[C@H]2([C@@H]1([C@@H](CCC(/C)=C/1)C(CC2)=C))	(+)-gamma-amorphene	CPD-8790	InChIKey=WRHGORWNJGOVQY-SOUVJXGZSA-N
(+)-&gamma;-bulgarene	C15H24	CC(C)[C@H]2([C@@H]1([C@H](CCC(/C)=C/1)C(CC2)=C))	(+)-gamma-bulgarene	CPD-8792	InChIKey=WRHGORWNJGOVQY-RRFJBIMHSA-N
(+)-&gamma;-cadinene	C15H24	CC(C)[C@H]2([C@H]1([C@@H](CCC(/C)=C/1)C(CC2)=C))	(+)-gamma-cadinene // (1S,4aR,8aR)-1-isopropyl-7-methyl-4-methylene-1,2,3,4,4a,5,6,8a-octahydronaphthalene	CPD-8787	InChIKey=WRHGORWNJGOVQY-KKUMJFAQSA-N
(+)-&gamma;-gurjunene	C15H24	C=C(C)[C@@H]2(CC[C@@H](C)[C@@H]1(C(/C(C)CC1)=C/2))	(+)-gamma-gurjunene	CPD-12892	InChIKey=DUYRYUZIBGFLDD-ZXCYLUJYSA-N
(+)-&gamma;-muurolene	C15H24	CC(C)[C@H]2([C@H]1([C@H](CCC(/C)=C/1)C(CC2)=C))	(+)-gamma-muurolene	CPD-8791	InChIKey=WRHGORWNJGOVQY-ZNMIVQPWSA-N
(+)-germacrene A	C15H24	C=C(C)[C@@H]1(CCC(\C)=C/CCC(\C)=C/C1)	(+)-germacrene A // (+)-(R)-gemacrene A	CPD-9006	InChIKey=XMRKUJJDDKYUHV-DFSVIBJJSA-N
(+)-germacrene D	C15H24	C[C@@H](C)C1(/C=C/C(CC/C=C(C)/CC1)=C)	(+)-germacrene D // (1E,5E,7betaH)-germacra-1(10),4(15),5-triene // (1E,6E,8R)-1-methyl-5-methylidene-8-(propan-2-yl)cyclodeca-1,6-diene	CPD-9370	InChIKey=GAIBLDCXCZKKJE-YZJXYJLZSA-N
(+)-ipsenol	C10H18O1	C=CC(C[C@@H](O)CC(C)C)=C	(+)-ipsenol	CPD-15929	InChIKey=RHAXCOKCIAVHPB-JTQLQIEISA-N
(+)-isoafricanol	C15H26O1	C[C@H]2([C@]3(O)(CC(C)(C)C[C@H]1(C[C@](C)1[C@H](CC2)3)))	(+)-isoafricanol	CPD-20075	InChIKey=KVFZUTBKAXAVDX-CYHVGBIXSA-N
(+)-isodihydrocarveol	C10H18O1	O[R]	(+)-isodihydrocarveol // (1S,2S,4R)-iso-dihydrocarveol // (1S,2S,4R)-p-menth-8-en-2-ol // (1S,2S,4R)-isodihydrocarveol	CPD-10029	InChIKey=KRCZYMFUWVJCLI-AEJSXWLSSA-N
(+)-isodihydrocarvone	C10H16O1	C=C(C)[C@@H]1(CC[C@H](C)C(=O)C1)	(+)-isodihydrocarvone // (Z)-dihydrocarvone // cis-dihydrocarvone // (1S,4R)-menth-8-en-2-one	CPD-10040	InChIKey=AZOCECCLWFDTAP-DTWKUNHWSA-N
(+)-isoitalicene	C15H24	CC2(\CC[C@]13([C@H](C)CC[C@H](C(C)(C)[C@H]1\C=2)3))	(+)-isoitalicene // (+)-iso-italicene	CPD-14342	InChIKey=BWAXOYJGXIEEOE-RGCMKSIDSA-N
(+)-isomenthol	C10H20O1	O[R]	(+)-isomenthol	CPD-4944	InChIKey=NOOLISFMXDJSKH-BBBLOLIVSA-N
(+)-isomenthone	C10H18O1	CC([C@H]1(CC[C@H](CC1=O)C))C	(+)-isomenthone	CPD-4943	InChIKey=NFLGAXVYCFJBMK-RKDXNWHRSA-N
(+)-isopimara-7,15-diene	C20H32	C=C[C@]1(C)(CC2(\[C@H](CC1)[C@@]3(C)(CCCC(C)(C)[C@H](C\C=2)3)))	(+)-isopimara-7,15-diene // isopimaradiene	CPD-8699	InChIKey=VCOVNILQQQZROK-QGZVKYPTSA-N
(+)-isopimara-8,15-diene	C20H32	C=C[C@]1(C)(\C=C2(CC[C@H]3(C(C)(C)CCC[C@](C)([C@@H](CC1)2)3)))	(+)-isopimara-8,15-diene // isopimara-8(14)15-diene	CPD-13869	InChIKey=XDSYKASBVOZOAG-QGZVKYPTSA-N
(+)-jasmonate	C12H17O3	CC\C=C/CC1(C(=O)CCC1CC([O-])=O)	(+)-jasmonate // (3S,7S) (+)-jasmonate	CPD-5943	InChIKey=ZNJFBWYDHIGLCU-CMIOBCHKSA-M
(+)-kolavelool	C20H34O1	C=CC(O)(C)CC[C@@]1(C)([C@H]2([C@](C)(CC[C@H](C)1)C(/C)=C/CC2))	(+)-kolavelool // (2xi)-3-methyl-5-[(1R,2S,4aS,8aS)-1,2,4a,5-tetramethyl-1,2,3,4,4a,7,8,8a-octahydronaphthalen-1-yl]pent-1-en-3-ol	CPD-20431	InChIKey=YBDUXZKWDIUNSG-JPNUPGBZSA-N
(+)-kolavenol	C20H34O1	CC(/CC[C@@]1(C)([C@H]2([C@](C)(CC[C@H](C)1)C(/C)=C/CC2)))=C\CO	(+)-kolavenol	CPD-20433	InChIKey=PQTMZYKTDFKGKV-LZLHAIBVSA-N
(+)-kolavenyl diphosphate	C20H33O7P2	CC(/CC[C@@]1(C)([C@H]2([C@](C)(CC[C@H](C)1)C(/C)=C/CC2)))=C\COP([O-])(=O)OP([O-])(=O)[O-]	(+)-kolavenyl diphosphate // (2E)-3-methyl-5-[(1R,2S,4aS,8aS)-1,2,4a,5-tetramethyl-1,2,3,4,4a,7,8,8a-octahydronaphthalen-1-yl]pent-2-en-1-yl diphosphate	CPD-20430	InChIKey=LKJRXYMJDDAXEN-LZLHAIBVSA-K
(+)-lariciresinol	C20H24O6	COC3(\C(\O)=C/C=C(C[C@@H]2([C@H](CO)[C@@H](C1(\C=C/C(/O)=C(/C=1)/OC))OC2))\C=3)	(+)-lariciresinol	CPD-8907	InChIKey=MHXCIKYXNYCMHY-AUSJPIAWSA-N
(+)-larreatricin	C18H20O3	C[C@H]3([C@H](C1(\C=C/C(/O)=C\C=1))O[C@@H](C2(\C=C/C(/O)=C\C=2))[C@@H](C)3)	(+)-larreatricin	CPD-14400	InChIKey=PIBJADPEZQHMQS-FVEFGIFQSA-N
(+)-maackiain	C16H12O5	C2(OC5(/C=C(\C=C/C(/[C@H]3(OC4(/C=C1(C(/OCO1)=C\C(\[C@@H]23)=4))))=5)/O))	(+)-maackiain	CPD-4462	InChIKey=HUKSJTUUSUGIDC-BDJLRTHQSA-N
(+)-marmesin	C14H14O4	CC(O)(C)[C@H]1(OC2(\C(/C1)=C/C3(\C=C/C(OC(/C=2)=3)=O)))	(+)-marmesin // (S)-2-(2-hydroxypropan-2-yl)-2,3-dihydro-7H-furo[3,2-g]chromen-7-one	CPD-8191	InChIKey=FWYSBEAFFPBAQU-LBPRGKRZSA-N
(+)-medicarpin	C16H14O4	COC4(\C=C1(C(/[C@H]2(COC3(/C=C(\C=C/C(/[C@@H](O1)2)=3)/O)))=C/C=4))	(+)-medicarpin // (6aS,11aS)-medicarpin // (6aS,11aS)-9-methoxy-6a,11a-dihydro-6H-[1]benzofuro[3,2-c]chromen-3-ol	CPD-20031	InChIKey=NSRJSISNDPOJOP-CZUORRHYSA-N
(+)-menthofuran	C10H14O1	C[C@@H]1(CCC2(\C(/C)=C/OC(/C1)=2))	(+)-menthofuran // menthofuran	CPD-4981	InChIKey=YGWKXXYGDYYFJU-SSDOTTSWSA-N
(+)-menthone	C10H18O1	CC([C@H]1(CC[C@@H](CC1=O)C))C	(+)-menthone // (1S,4R)-p-menthan-3-one // (2R,5S)-2-isopropyl-5-methylcyclohexanone // (+)-(1S,4R)-menthone	CPD-10102	InChIKey=NFLGAXVYCFJBMK-DTWKUNHWSA-N
(+)-muconolactone	C6H5O4	C(=O)(C[C@H]1(\C=C/C(=O)O1))[O-]	(+)-muconolactone // (S)-5-oxo-2,5-dihydrofuran-2-acetate	CPD-15124	InChIKey=HPEKPJGPWNSAAV-SCSAIBSYSA-M
(+)-neocarzinostatin chromophore	C35H33N1O12	CC1(\C2(C(\C=C(\C=1)\OC)=C(C(/O)=C\C=2)/C(=O)O[C@@H]5(C=C4(C#C[C@@]7([C@H]3(COC(=O)O3))([C@@H](C#C/C=C4/[C@H]5O[C@H]6(O[C@H](C)[C@H](O)[C@H](O)[C@@H](NC)6))O7)))))	(+)-neocarzinostatin chromophore	CPD-16912	InChIKey=QZGIWPZCWHMVQL-UIYAJPBUSA-N
(+)-neocarzinostatin chromophore aglycone	C28H20O9	CC1(\C2(/C=C\C(\O)=C(C(\C=C(\C=1)\OC)=2)\C(=O)O[C@@H]5(C=C4(C#C[C@@]6([C@H]3(COC(=O)O3))([C@@H](C#C/C=C4/[C@H]5O)O6)))))	(+)-neocarzinostatin chromophore aglycone	CPD-16520	InChIKey=AFVIOXHQBSKNGE-OCAMPWMJSA-N
(+)-neodihydrocarveol	C10H18O1	O[R]	(+)-neodihydrocarveol // (1R,2S,4R)-neo-dihydrocarveol // (1R,2S,4R)-p-menth-8-en-2-ol	CPD-10030	InChIKey=KRCZYMFUWVJCLI-BBBLOLIVSA-N
(+)-neoisodihydrocarveol	C10H18O1	O[R]	(+)-neoisodihydrocarveol // (1S,2R,4R)-menth-8-en-2-ol // (1S,2R,4R)-neoiso-dihydrocarveol	CPD-10031	InChIKey=KRCZYMFUWVJCLI-IVZWLZJFSA-N
(+)-neoisomenthol	C10H20O1	O[R]	(+)-neoisomenthol	CPD-4945	InChIKey=NOOLISFMXDJSKH-OPRDCNLKSA-N
(+)-neomenthol	C10H20O1	O[R]	(+)-neomenthol	CPD-1905	InChIKey=NOOLISFMXDJSKH-UTLUCORTSA-N
(+)-nootkatol	C15H24O1	C=C(C)[C@H]1(C[C@@]2(C)([C@H](C)C[C@H](O)\C=C(CC1)/2))	(+)-nootkatol	CPD-21400	InChIKey=GFNWRKNVTHDNPV-UXOAXIEHSA-N
(+)-nootkatone	C15H22O1	C=C(C)[C@H]1(C[C@@]2(C)([C@H](C)CC(=O)\C=C(CC1)/2))	(+)-nootkatone	CPD-18925	InChIKey=WTOYNNBCKUYIKC-JMSVASOKSA-N
(1<i>S</i>,2<i>S</i>)-norpseudoephedrine	C9H14N1O1	C[C@H]([NH3+])[C@@H](O)C1(\C=C/C=C\C=1)	(1S,2S)-norpseudoephedrine // (+)-norpseudoephedrine // D-cathine // (1S,2S)-2-amino-1-phenylpropan-1-ol // (1S,2S)-(+)-norpseudoephedrine	CPD-9953	InChIKey=DLNKOYKMWOXYQA-IONNQARKSA-O
(+)-<i>O</i>-methylkolavelool	C21H36O1	C=CC(OC)(C)CC[C@@]1(C)([C@H]2([C@](C)(CC[C@H](C)1)C(/C)=C/CC2))	(+)-O-methylkolavelool	CPD-20432	InChIKey=VRVYZZJPEDVTBX-POFDQXHJSA-N
(+)-orobanchol	C19H22O6	CC1(\C(=O)O[C@H](\C=1)O/C=C2([C@@H]3([C@H](OC(=O)2)C4(/[C@](C)(C)CCCC(\[C@@H](O)3)=4))))	(+)-orobanchol	CPD-14657	InChIKey=CDBBMEYPRMUMTR-RZXXLYMMSA-N
(+)-orobanchyl acetate	C21H24O7	CC1(\C(=O)O[C@H](\C=1)O/C=C2([C@@H]3([C@H](OC(=O)2)C4(/[C@](C)(C)CCCC(\[C@@H](OC(C)=O)3)=4))))	(+)-orobanchyl acetate	CPD-14658	InChIKey=DLRIUVHQJRZTMZ-CQMYTRALSA-N
(+)-pinobanksin	C15H11O5	C3([R3])(C(/[R4])=C([R5])/C(/C1(OC2(/C(\[R9])=C([R8])\C(/[R7])=C([R6])/C(/C(=O)C(O)1)=2)))=C([R1])\C(/[R2])=3)	(+)-pinobanksin // (2R,3R)-pinobanksin	CPD-6992	InChIKey=SUYJZKRQHBQNCA-LSDHHAIUSA-M
(+)-pinoresinol	C20H22O6	COC1(/C=C(\C=C/C(/O)=1)/[C@H]3(OC[C@@H]4([C@@H](C2(\C=C/C(/O)=C(/C=2)/OC))OC[C@H]34)))	(+)-pinoresinol	CPD-8905	InChIKey=HGXBRUKMWQGOIE-AFHBHXEDSA-N
(+)-piperitol	C20H20O6	COC1(\C(\O)=C/C=C(/C=1)/[C@@H]4([C@H]5(CO[C@H](C3(\C=C2(C(/OCO2)=C\C=3)))[C@@H](CO4)5)))	(+)-piperitol	CPD-8921	InChIKey=VBIRCRCPHNUJAS-AFHBHXEDSA-N
(+)-pisatin	C17H14O6	COC5(\C=C1(C(/[C@H]2(OC3(\C([C@@](O)(CO1)2)=CC4(\OCOC(/C=3)=4))))=C/C=5))	(+)-pisatin	CPD-3944	InChIKey=LZMRDTLRSDRUSU-SJORKVTESA-N
(+)-pulegone	C10H16O1	CC(C)=C1(CC[C@H](CC1=O)C)	(+)-pulegone	CPD-4942	InChIKey=NZGWDASTMWDZIW-MRVPVSSYSA-N
(+)-sabinene	C10H16	CC(C)[C@@]12([C@H](C1)C(CC2)=C)	(+)-sabinene // (1R,5R)-1-isopropyl-4-methylenebicyclo[3.1.0]hexane // (1R)-sabinene // (+)-(1R)-sabinene // (1R,5R)-sabinene	CPD-14013	InChIKey=NDVASEGYNIMXJL-NXEZZACHSA-N
(+)-sabinone	C10H14O1	CC(C)[C@]12(CC(=O)C([C@@H](C1)2)=C)	(+)-sabinone	-SABINONE	InChIKey=PBLWMCQDAGOTPV-SCZZXKLOSA-N
(+)-sativene	C15H24	CC([C@H]1(CC[C@]3(C(C2(CCC(C12)3))=C)C))C	(+)-sativene	CPD-8804	InChIKey=VOBBUADSYROGAT-KLDMJIFRSA-N
(+)-secoisolariciresinol	C20H26O6	COC2(\C(\O)=C/C=C(C[C@@H]([C@H](CC1(\C=C/C(/O)=C(\C=1)/OC))CO)CO)\C=2)	(+)-secoisolariciresinol // 8S,8'S-secoisolariciresinol // SS-secoisolariciresinol	CPD-8910	InChIKey=PUETUDUXMCLALY-HZPDHXFCSA-N
(+)-secoisolariciresinol diglucoside	C32H46O16	COC4(/C=C(C[C@@H]([C@H](CC1(\C=C/C(/O)=C(\C=1)/OC))CO[C@@H]2([C@H]([C@@H]([C@@H](O)[C@@H](O2)CO)O)O))CO[C@@H]3([C@H]([C@@H]([C@@H](O)[C@@H](O3)CO)O)O))\C=C/C(/O)=4)	(+)-secoisolariciresinol diglucoside	CPD-16684	InChIKey=SBVBJPHMDABKJV-HEGAIRQKSA-N
(+)-secoisolariciresinol monoglucoside	C26H36O11	COC3(/C=C(C[C@@H]([C@H](CC1(\C=C/C(/O)=C(\C=1)/OC))CO[C@@H]2([C@H]([C@@H]([C@@H](O)[C@@H](O2)CO)O)O))CO)\C=C/C(/O)=3)	(+)-secoisolariciresinol monoglucoside	CPD-16683	InChIKey=DRLPXFRWJUZTMG-NRLWBMKUSA-N
(+)-sesamin	C20H18O6	C1(OC2(\C(\O1)=C/C=C(/C=2)/[C@@H]5([C@H]6(CO[C@H](C4(\C=C3(C(/OCO3)=C\C=4)))[C@@H](CO5)6))))	(+)-sesamin	CPD-8922	InChIKey=PEYUIKBAABKQKQ-AFHBHXEDSA-N
(+)-sesaminol	C20H18O7	C1(OC2(\C(\O1)=C/C=C(/C=2)/[C@H]3(OC[C@H]4([C@H](OC[C@H]34)C5(\C(\O)=C/C6(/OCOC(/C=5)=6))))))	(+)-sesaminol	CPD-14837	InChIKey=KQRXQIPRDKVZPW-ISZNXKAUSA-N
(+)-sesaminol 2-<i>O</i>-&beta;-<i>D</i>-gentiobioside	C32H38O17	C1(OC2(\C(\O1)=C/C=C(/C=2)/[C@H]3(OC[C@H]4([C@H](OC[C@H]34)C7(\C(\O[C@H]5([C@@H]([C@H]([C@H](O)[C@H](O5)CO[C@H]6([C@@H]([C@H]([C@H](O)[C@H](O6)CO)O)O))O)O))=C/C8(/OCOC(/C=7)=8))))))	(+)-sesaminol 2-O-beta-D-gentiobioside // (+)-sesaminol 2-O-beta-D-glucosyl (1->6)-O-beta-D-glucoside	CPD-14839	InChIKey=YIGQNWGFLQZODP-SFMWUWOUSA-N
(+)-sesaminol 2-<i>O</i>-&beta;-<i>D</i>-gentiotrioside	C38H48O22	C1(OC2(\C(\O1)=C/C=C(/C=2)/[C@H]3(OC[C@H]4([C@H](OC[C@H]34)C8(\C(\O[C@H]5([C@@H]([C@H]([C@H](O)[C@H](O5)CO[C@H]6([C@@H]([C@H]([C@H](O)[C@H](O6)CO[C@H]7([C@@H]([C@H]([C@H](O)[C@H](O7)CO)O)O))O)O))O)O))=C/C9(/OCOC(/C=8)=9))))))	(+)-sesaminol 2-O-beta-D-gentiotrioside	CPD-14841	InChIKey=WMXFTQYMJYZSGZ-GWBHEEHPSA-N
(+)-sesaminol 2-<i>O</i>-&beta;-<i>D</i>-glucoside	C26H28O12	C1(OC2(\C(\O1)=C/C=C(/C=2)/[C@H]3(OC[C@H]4([C@H](OC[C@H]34)C6(\C(\O[C@H]5([C@@H]([C@H]([C@H](O)[C@H](O5)CO)O)O))=C/C7(/OCOC(/C=6)=7))))))	(+)-sesaminol 2-O-beta-D-glucoside	CPD-14838	InChIKey=HVDZWQPYIXKSCL-LFZZSFSNSA-N
(+)-sesaminol 2-<i>O</i>-&beta;-<i>D</i>-glucosyl (1->2)-<i>O</i>-[&beta;-<i>D</i>-glucosyl (1->6)]-&beta;-<i>D</i>-glucoside	C38H48O22	C1(OC2(\C(\O1)=C/C=C(/C=2)/[C@H]3(OC[C@H]4([C@H](OC[C@H]34)C8(\C(\O[C@H]5([C@@H]([C@H]([C@H](O)[C@H](O5)CO[C@H]6([C@@H]([C@H]([C@H](O)[C@H](O6)CO)O)O))O)O[C@H]7([C@@H]([C@H]([C@H](O)[C@H](O7)CO)O)O)))=C/C9(/OCOC(/C=8)=9))))))	(+)-sesaminol 2-O-beta-D-glucosyl (1->2)-O-[beta-D-glucosyl (1->6)]-beta-D-glucoside	CPD-14840	InChIKey=IJZGFTCXUSMUHI-CMBLSTHZSA-N
