Compound	Object ID	InChI-Key	SMILES
CPD-18751	CPD-18751	InChIKey=SHDPRTQPPWIEJG-UHFFFAOYSA-N	CC1(\C/C=1)
CPD-9315	CPD-9315	InChIKey=OOXWYYGXTJLWHA-UHFFFAOYSA-N	C1(\C/C=1)
CPD-15320	CPD-15320	InChIKey=ZFLDWYJOQSXISF-UWTATZPHSA-N	C(ONC(N)=O)[C@@H]([NH3+])C(=O)[O-]
NIACINAMIDE	NIACINAMIDE	InChIKey=DFPAKSUCGFBDDF-UHFFFAOYSA-N	C1(\C=C/C(/C(=O)N)=C\N=1)
CPD-15883	CPD-15883	InChIKey=JPULJZKBLHBIRV-NQGJSVSUSA-N	C[C@@H]1(CO[C@@]5(CC1)([C@@H](C)[C@@H]6([C@@]7(C)(CC[C@@H]8([C@@]4(C)(CC[C@H](O[C@@H]3(O[C@H](CO[C@@H]2(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)2))[C@@H](O)[C@H](O)[C@@H](O)3))CC/4=C\C[C@@H]([C@H](C[C@H](O5)6)7)8))))))
CPD-22712	CPD-22712	InChIKey=RWQKHEORZBHNRI-BMIGLBTASA-M	Cl[R]
5-UREIDO-4-IMIDAZOLE_CARBOXYLATE	5-UREIDO-4-IMIDAZOLE_CARBOXYLATE	InChIKey=PQSKWIHIUOGLHX-UHFFFAOYSA-M	C1(\NC(NC(=O)N)=C(\N=1)C(=O)[O-])
CPD-11847	CPD-11847	InChIKey=BCQYMCKNCJYKFA-VIFPVBQESA-L	C(N)(=O)[R]
CPD-15882	CPD-15882	InChIKey=DPXGNIHBGKCXMA-GXBWQGRMSA-N	C[C@H](CO[C@H]1([C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1))CC[C@]2(O)([C@@H](C)[C@H]8([C@@H](O2)C[C@H]3([C@](C)(CC[C@H]7([C@H]3C[C@H](O[C@H]5([C@H](O)[C@@H](O[C@H]4([C@H](O)[C@H](O)[C@@H](O)[C@H](C)O4))[C@H](O)[C@@H](C)O5))[C@@H]6([C@](C)(CCC(C6)=O)7)))8)))
ACETAMIDE	ACETAMIDE	InChIKey=DLFVBJFMPXGRIB-UHFFFAOYSA-N	CC(=O)N
CPD0-2298	CPD0-2298	InChIKey=VTFWFHCECSOPSX-SFOWXEAESA-N	[C@H](NC(N)=O)([NH3+])C(=O)[O-]
UREA	UREA	InChIKey=XSQUKJJJFZCRTK-UHFFFAOYSA-N	C(N)(=O)[R]
CPD-5821	CPD-5821	InChIKey=WHKYNCPIXMNTRQ-YFKPBYRVSA-M	C([C@]1(O)(NC(=O)/N=C1/NC(N)=O))(=O)[O-]
CPD-14534	CPD-14534	InChIKey=TZGPACAKMCUCKX-UHFFFAOYSA-N	C(N)(=O)[R]
CPD-21689	CPD-21689	InChIKey=APFICGNCZDQSFS-UHFFFAOYSA-L	C(NC([O-])=O)(CC(=O)[O-])=O
CPD-11845	CPD-11845	InChIKey=NAZILJHSHDTNTQ-QMMMGPOBSA-L	C(N)(=O)[R]
CPD-13255	CPD-13255	InChIKey=PTDAHAWQAGSZDD-IOVCITQVSA-M	C[C@H]8([C@H](O)[C@@H](O)[C@@H](O)[C@H](O[C@@H]7([C@@H](O)[C@@H](O)[C@@H](CO)O[C@@H](O[C@@H]6([C@@H](O)[C@H](O)[C@@H](C(=O)[O-])O[C@@H](O[C@H]4(CC[C@]3(C)([C@H]5(C\C=C2([C@@H]1(CC(C)(C)C[C@@H](O)[C@@](C)1CC[C@](C)2[C@](C)(CC[C@H]3[C@](CO)(C)4)5))))))6))7))O8)
CPD-19237	CPD-19237	InChIKey=OHLUUHNLEMFGTQ-UHFFFAOYSA-N	C(N)(=O)[R]
CPD-20485	CPD-20485	InChIKey=WVVCOOSVQMWLPA-UHFFFAOYSA-N	C3(N)(=NC(=O)NC2(C1(C(NC(=O)/N=C1/N)C23)))
CPD-11846	CPD-11846	InChIKey=LPJXPACOXRZCCP-VIFPVBQESA-L	C(N)(=O)[R]
CPD-15884	CPD-15884	InChIKey=DRLHUZGVDNWMNU-ITZKHWFJSA-N	CC1(CC(O)C4(OC1)([C@@H](C)C5([C@@]6(C)(CCC7([C@@]8(C)(CC[C@H](O)C[C@H]([C@@H](O[C@@H]3(O[C@H](C)[C@@H](O)[C@H](O[C@@H]2(O[C@@H](C)[C@H](O)[C@@H](O)[C@@H](O)2))[C@@H](O)3))CC(C(CC(O4)5)6)7)8))))))
CPD-15321	CPD-15321	InChIKey=ZFLDWYJOQSXISF-REOHCLBHSA-N	C(ONC(N)=O)[C@H]([NH3+])C(=O)[O-]
CPD-14643	CPD-14643	InChIKey=UMYJVVZWBKIXQQ-QALSDZMNSA-M	CC5(C)(CC[C@@]1(C(=O)[O-])(C(/[C@@H]4([C@@](C)(CC1)[C@]3(C)(CC[C@H]2(C(C)(C)C(=O)CC[C@@](C)2[C@H]3CC4))))=C/5))
CPD-9488	CPD-9488	InChIKey=WJMMBVSOQPALFO-DLQTVUGOSA-N	CC2(CC[C@@]1(CC[C@@]3(C(/[C@@H]1C2)=C/C[C@H]4([C@]3(CC[C@@H]5([C@@]4(CC[C@@H]([C@](CO)(C)5)O)C))C))C)C(=O)O[C@H]6([C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O))C
O-UREIDOHOMOSERINE	O-UREIDOHOMOSERINE	InChIKey=SFYVZOSIAIZWQU-VKHMYHEASA-N	C(C[C@@H](C(=O)[O-])[NH3+])ONC(=O)N
CPD-9484	CPD-9484	InChIKey=CCDRPBGPIXPGRW-DLQTVUGOSA-M	CC2(CC[C@@]1(CC[C@@]3(C(/[C@@H]1C2)=C/C[C@H]4([C@]3(CC[C@@H]5([C@@]4(CC[C@@H]([C@](CO)(C)5)O[C@H]6([C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O))C))C))C)C(=O)[O-])C
CPD-13407	CPD-13407	InChIKey=SXQFCVDSOLSHOQ-UHFFFAOYSA-N	CC(O)C(=O)N
CPD-1091	CPD-1091	InChIKey=NWZYYCVIOKVTII-SFOWXEAESA-M	[C@@H](O)(C([O-])=O)NC(N)=O
ADENOSINE-5-CARBOXAMIDE	ADENOSINE-5-CARBOXAMIDE	InChIKey=BLMHAOGGJQDPLX-LKCKTBJASA-N	C3(\N=C1(C(/N=C\N1[C@@H]2(O[C@H](C(=O)N)[C@@H](O)[C@@H](O)2))=C(N)\N=3))
CPD0-2331	CPD0-2331	InChIKey=JDSSVQWHYUVDDF-UPHRSURJSA-M	C(\NC(N)=O)=C\C(=O)[O-]
SEMICARBAZIDE	SEMICARBAZIDE	InChIKey=DUIOPKIIICUYRZ-UHFFFAOYSA-N	C(N)(=O)NN
CPD-20486	CPD-20486	InChIKey=UOEANQNOUDODJY-UHFFFAOYSA-N	CC23(C1(C(C(/N)=N\C(=O)N1)C(NC(=O)NC(=O)2)3))
PHOSPHORIBOSYL-FORMIMINO-AICAR-P	PHOSPHORIBOSYL-FORMIMINO-AICAR-P	InChIKey=QOUSHGMTBIIAHR-KEOHHSTQSA-J	C(OP([O-])(=O)[O-])[C@H]3(O[C@@H](/N=C/NC1(\N(\C=N/C(\C(=O)N)=1)[C@@H]2(O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@@H](O)2)))[C@H](O)[C@@H]3O)
CPD-22399	CPD-22399	InChIKey=GYNXTHOOAGYMOK-UHFFFAOYSA-N	C(=O)(N)CC(O)C(N)=O
CPD-7299	CPD-7299	InChIKey=UCUUMUFWVSUBOL-UHFFFAOYSA-M	C(NC(N)=O)(CC(=O)[O-])=O
CPD-15831	CPD-15831	InChIKey=JADDQZYHOWSFJD-FLNNQWSLSA-N	CCNC(=O)[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3)
CPD-8689	CPD-8689	InChIKey=OVQBONBGPBDMOG-RWMMUAAJSA-N	C(O[R2])(=O)[R1]
AICAR	AICAR	InChIKey=NOTGFIUVDGNKRI-UUOKFMHZSA-L	C(OP(=O)([O-])[O-])[C@H]2(O[C@@H](N1(C(/N)=C(C(=O)N)/N=C\1))[C@H](O)[C@H](O)2)
CPD-22331	CPD-22331	InChIKey=XHTOIFCGKIBYRK-IHWYPQMZSA-M	CC(\C(=O)[O-])=C\NC(N)=O
PHOSPHORIBULOSYL-FORMIMINO-AICAR-P	PHOSPHORIBULOSYL-FORMIMINO-AICAR-P	InChIKey=BLKFNHOCHNCLII-GHVQHMAVSA-J	C(OP(=O)([O-])[O-])[C@@H](O)[C@@H](O)C(=O)C/N=C/NC1(\N(\C=N/C(\C(=O)N)=1)[C@@H]2(O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@@H](O)2))
CPD-20897	CPD-20897	InChIKey=XDRYMKDFEDOLFX-UHFFFAOYSA-N	C(OC1(\C=C/C(/C(N)=N)=C\C=1))CCCCOC2(\C=C/C(/C(N)=N)=C\C=2)
CPD-3762	CPD-3762	InChIKey=PYNDTGFTPOZGRW-UHFFFAOYSA-N	C1(\N=C(C(\N=1)C(N)=O)\N)
2-R-HYDROXYPROPYL-COM	2-R-HYDROXYPROPYL-COM	InChIKey=QWNJCCLFGYAGRK-RXMQYKEDSA-M	C[C@@H](O)CSCCS(=O)(=O)[O-]
CPD-18317	CPD-18317	InChIKey=FSQQTNAZHBEJLS-OWOJBTEDSA-M	C([R])(=O)[O-]
2-S-HYDROXYPROPYL-COM	2-S-HYDROXYPROPYL-COM	InChIKey=QWNJCCLFGYAGRK-YFKPBYRVSA-M	C[C@H](O)CSCCS(=O)(=O)[O-]
CPD-11621	CPD-11621	InChIKey=VLJNHYLEOZPXFW-BYPYZUCNSA-O	C([R])(=O)[O-]
CPD-20484	CPD-20484	InChIKey=PVUJRIKJHMXMHU-UHFFFAOYSA-N	CC23(C1(C(C(=O)NC(=O)N1)(C)C(NC(=O)NC(=O)2)3))
ACES	ACES	InChIKey=DBXNUXBLKRLWFA-UHFFFAOYSA-N	C(CS(=O)(=O)[O-])[NH2+]CC(N)=O
CPD-19035	CPD-19035	InChIKey=AWMVMTVKBNGEAK-QMMMGPOBSA-N	C1(O[C@@H]1C2(\C=C/C=C\C=2))
PHOSPHORIBOSYL-FORMAMIDO-CARBOXAMIDE	PHOSPHORIBOSYL-FORMAMIDO-CARBOXAMIDE	InChIKey=ABCOOORLYAOBOZ-KQYNXXCUSA-L	C(OP(=O)([O-])[O-])[C@H]2(O[C@@H](N1(C(/NC=O)=C(C(=O)N)/N=C\1))[C@H](O)[C@H](O)2)
CPD-20312	CPD-20312	InChIKey=PWMWNFMRSKOCEY-MRVPVSSYSA-N	C1(OC1C2(\C=C/C=C\C=2))
CPD-22398	CPD-22398	InChIKey=SNCZNSNPXMPCGN-UHFFFAOYSA-N	C(C(N)=O)CC(N)=O
CPD-13773	CPD-13773	InChIKey=AWMVMTVKBNGEAK-MRVPVSSYSA-N	C1(O[C@H]1C2(\C=C/C=C\C=2))
CPD-22736	CPD-22736	InChIKey=PWMWNFMRSKOCEY-QMMMGPOBSA-N	C1(OC1C2(\C=C/C=C\C=2))
CPD-17014	CPD-17014	InChIKey=HBVGYHUWOQIXHJ-UIAUGNHASA-L	C(O)C(=O)[C@@H](O)[C@H](O)[C@H](O)[C@H](O)[C@H](O)COP([O-])(=O)[O-]
CPD-8687	CPD-8687	InChIKey=DVFYCWHFXBGIOE-DXQMVXQGSA-N	C(O[R2])(=O)[R1]
CPD-9285	CPD-9285	InChIKey=OFBQJSOFQDEBGM-UHFFFAOYSA-N	C[R]
CPD-19133	CPD-19133	InChIKey=WUVPHPUDYOVMOE-SCSAIBSYSA-L	C(O)C(=O)[C@H](O)COP([O-])(=O)[O-]
CPD-372	CPD-372	InChIKey=VJDOAZKNBQCAGE-LMVFSUKVSA-L	C(OP([O-])(=O)[O-])[C@@H](O)[C@@H](O)[C@@H](O)CO
DIHYDROXY-ACETONE-PHOSPHATE	DIHYDROXY-ACETONE-PHOSPHATE	InChIKey=GNGACRATGGDKBX-UHFFFAOYSA-L	C(C(=O)CO)OP([O-])([O-])=O
CH4	CH4	InChIKey=VNWKTOKETHGBQD-UHFFFAOYSA-N	C[R]
CPD-17016	CPD-17016	InChIKey=QXEOPFWGTBQGMN-JIJFMMSKSA-L	C(OP([O-])([O-])=O)[C@@H](O)[C@@H](O)C1([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)O1)
D-SEDOHEPTULOSE-1-7-P2	D-SEDOHEPTULOSE-1-7-P2	InChIKey=OKHXOUGRECCASI-SHUUEZRQSA-J	C(OP(=O)([O-])[O-])[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(COP([O-])(=O)[O-])=O
GLUCOSAMINE-1P	GLUCOSAMINE-1P	InChIKey=YMJBYRVFGYXULK-QZABAPFNSA-M	C(O)[C@H]1(O[C@H](OP(=O)([O-])[O-])[C@H]([NH3+])[C@@H](O)[C@H](O)1)
CPD-9312	CPD-9312	InChIKey=OTMSDBZUPAUEDD-UHFFFAOYSA-N	C[R]
CPD-15997	CPD-15997	InChIKey=SXXXXTQMWPXIES-VJNSTPMQSA-O	C[C@@H]1(/C=C/C([C@H](C)C[C@H](C)[C@@H]([C@@H](C)C([C@H](C(=O)O[C@H]([C@@H](C)O)1)C)=O)O[C@H]2([C@@H]([C@H](C[C@@H](C)O2)[NH+](C)C)O))=O)
CPD-19134	CPD-19134	InChIKey=WUVPHPUDYOVMOE-BYPYZUCNSA-L	C(O)C(=O)[C@@H](O)COP([O-])(=O)[O-]
CPD-13835	CPD-13835	InChIKey=UZQBOFAUUTZOQE-VSLWXVDYSA-O	CC[C@@H]1([C@](O)(C)/C=C/C([C@H](C)C[C@H](C)[C@@H]([C@@H](C)C([C@H](C(=O)O1)C)=O)O[C@H]2([C@@H]([C@H](C[C@@H](C)O2)[NH+](C)C)O))=O)
CPD-18984	CPD-18984	InChIKey=ATUOYWHBWRKTHZ-UHFFFAOYSA-N	C[R]
CPD-13808	CPD-13808	InChIKey=MQTOSJVFKKJCRP-BICOPXKESA-P	CC[C@@H]3([C@@](C)(O)[C@H](O)[C@@H](C)[NH+](C)C[C@H](C)C[C@@](C)(O)[C@H](O[C@@H]1(O[C@H](C)C[C@H]([NH+](C)C)[C@@H](O)1))[C@@H](C)[C@H](O[C@@H]2(O[C@@H](C)[C@H](O)[C@@](OC)(C)C2))[C@@H](C)C(=O)O3)
CARBAMATE	CARBAMATE	InChIKey=KXDHJXZQYSOELW-UHFFFAOYSA-M	C(=O)([O-])N
CPD-21477	CPD-21477	InChIKey=OWPCHSCAPHNHAV-QIPOKPRISA-N	CC(/C=C/C=C(C)/[C@H](OC)[C@@H](C)[C@H]2(OC(=O)[C@@H]4(O[C@@H](C[C@H]1(CC(=O)O[C@H](C1)[C@H](C)/C=C/[C@H]3(O[C@](C)([C@@H](O)C2)3)))4)))=C\C5(\N=C(C)/O\C=5)
CPD-18985	CPD-18985	InChIKey=IJDNQMDRQITEOD-UHFFFAOYSA-N	C[R]
CPD-15959	CPD-15959	InChIKey=BWXQUQUEQJXECW-AZKJBOOCSA-O	CC[C@@H]1([C@H](/C=C(C)/C=C/C(=O)[C@H](C)C[C@H](CC=O)[C@@H]([C@@H](C)[C@H](O)CC(=O)O1)O[C@@H]4(O[C@H](C)[C@@H](O[C@@H]2(O[C@H]([C@H](O)[C@@](O)(C)C2)C))[C@H]([NH+](C)C)[C@@H](O[C@@H]3(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)3))4))CO[C@@H]5(O[C@@H]([C@@H](O)[C@@H](OC)[C@@H](OC)5)C))
CPD-17015	CPD-17015	InChIKey=GFOXCVINSMGWST-RIVGTQPSSA-L	C(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@H](O)[C@H](O)COP([O-])(=O)[O-]
CPD-13832	CPD-13832	InChIKey=HUKYPYXOBINMND-HYUJHOPRSA-O	CC[C@@H]1([C@](O)(C)/C=C/C([C@H](C)C[C@H](C)[C@@H]([C@H](C(=O)O1)C)O[C@H]2([C@@H]([C@H](C[C@@H](C)O2)[NH+](C)C)O))=O)
CPD-22869	CPD-22869	InChIKey=QWTDNUCVQCZILF-UHFFFAOYSA-N	C[R]
CPD-18070	CPD-18070	InChIKey=IUPCWCLVECYZRV-PJIGYSDQSA-O	CC[C@@H]2([C@@H](C)C3(OC(/C=C/C([C@H](C)C[C@H](CC=O)[C@H](O[C@H]1(O[C@H](C)C[C@H]([NH+](C)C)[C@@H](O)1))[C@@H](C)[C@H](O)CC(O2)=O)=O)(C)3))
ERYTHROSE-4P	ERYTHROSE-4P	InChIKey=NGHMDNPXVRFFGS-IUYQGCFVSA-L	C([C@@H]([C@@H](COP([O-])([O-])=O)O)O)=O
CPD-15942	CPD-15942	InChIKey=XJSFLOJWULLJQS-NGVXBBESSA-O	CC(C)CC(=O)O[C@H]3([C@H](C)O[C@@H](O[C@H]2([C@H]([NH+](C)C)[C@@H](O)[C@H](O[C@H]1([C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(C[C@@H](OC(C)=O)[C@@H]1OC)=O))O[C@H](C)2))C[C@](O)(C)3)
CPD-8515	CPD-8515	InChIKey=FWXKCXJPHSAYMK-UHFFFAOYSA-N	C[R]
CPD-13827	CPD-13827	InChIKey=PFDLUBNRHMFBGI-HRVFELILSA-N	C[C@H]2(C[C@@]1(CO1)C(=O)[C@H](C)[C@@H](O)[C@@H](C)[C@@H](C)OC(=O)[C@H](C)[C@@H](O)[C@H](C)[C@@H](O)2)
CPD-12080	CPD-12080	InChIKey=VJDOAZKNBQCAGE-WDCZJNDASA-L	C(OP([O-])(=O)[O-])[C@@H](O)[C@@H](O)[C@H](O)CO
CPD-17211	CPD-17211	InChIKey=APKFDSVGJQXUKY-INPOYWNPSA-N	C[C@@H]1([C@@H](O)[C@@H](C)[C@H](C)OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@@]3(C[C@H](O)[C@@H](C([O-])=O)[C@H](C[C@H](/C=C/C=C/C=C/C=C/C=C/C=C/C=C/1)O[C@@H]2(O[C@@H]([C@@H](O)[C@H]([NH3+])[C@H](O)2)C))O3)(O))
CPD-19039	CPD-19039	InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N	C[R]
CPD-15934	CPD-15934	InChIKey=OKKXFUWPZCKUST-BLBACJNTSA-N	CC[C@@H]1([C@H](/C=C/C=C/C([C@H](C)C[C@H](C)[C@@H]([C@H](/C=C/C(=O)O1)C)O)=O)C)
URETHAN	URETHAN	InChIKey=JOYRKODLDBILNP-UHFFFAOYSA-N	C(O[R2])(=O)[R1]
CPD-13824	CPD-13824	InChIKey=YZYNKVRRUWKKRX-JGPZLTFNSA-O	CC[C@@H]1([C@](O)(/C=C/C=C/C([C@H](C)C[C@H](C)[C@@H]([C@H](/C=C/C(=O)O1)C)O[C@H]2([C@@H]([C@H](C[C@@H](C)O2)[NH+](C)C)O))=O)CO[C@H]3([C@@H]([C@@H]([C@@H]([C@@H](C)O3)O)OC)OC))
CPD-19056	CPD-19056	InChIKey=NNPPMTNAJDCUHE-UHFFFAOYSA-N	C[R]
CPD-17208	CPD-17208	InChIKey=SNTZHUBNBOWDSY-YERMFOBOSA-N	CC2(/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C(O)CC1(OC(O)(CC(O)C(CO)1)CC(O)CC(O)CCCC(=O)CCCC(=O)CC(=O)OC2C(C)CC(C)C(O)CC(=O)C3(\C=C/C(/N)=C\C=3)))
CPD-21708	CPD-21708	InChIKey=DQGDKBLWLUQUMV-MIDKXNQYSA-M	C(OP(=O)([O-])[O-])[C@H]1(O[C@@H](O)[C@H]([NH2+]CCCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H](O)1)
CPD-13983	CPD-13983	InChIKey=ACTOXUHEUCPTEW-JMRHEKERSA-P	C[C@H]1([C@H](/C=C/C=C/C[C@@H](C)OC(C[C@H]([C@@H]([C@H]([C@@H](CC=O)C1)OC2(C(C(C(C(C)O2)OC3(CC(C)(C(C(C)O3)O)O))[NH+](C)C)O))OC)O)=O)OC4(CCC(C(C)O4)[NH+](C)C))
CPD-9764	CPD-9764	InChIKey=POOSGDOYLQNASK-UHFFFAOYSA-N	C[R]
CPD-13821	CPD-13821	InChIKey=DBTIHDIIXPQOFR-JMHKOBKLSA-O	CC[C@@H]1([C@H](/C=C/C=C/C([C@H](C)C[C@H](C)[C@@H]([C@H](/C=C/C(=O)O1)C)O[C@H]2([C@@H]([C@H](C[C@@H](C)O2)[NH+](C)C)O))=O)CO[C@H]3([C@@H]([C@@H]([C@@H]([C@@H](C)O3)O)OC)OC))
CPD-19138	CPD-19138	InChIKey=QRDCEYBRRFPBMZ-DMTCNVIQSA-L	C([C@H]([C@H](COP([O-])(=O)[O-])O)O)O
CPD-15998	CPD-15998	InChIKey=HYJMTIGQCJGKFQ-CGNAQTDSSA-O	C[C@H]1(C(/C=C/[C@@](O)(C)[C@@H]([C@H](O)C)OC(=O)[C@H](C)[C@H]([C@@H](C)C1)O[C@H]2([C@@H]([C@H](C[C@@H](C)O2)[NH+](C)C)O))=O)
CPD-7950	CPD-7950	InChIKey=SUJUOAZFECLBOA-UHFFFAOYSA-N	C[R]
CPD-13946	CPD-13946	InChIKey=OLPAVFVRSHWADO-KYEFFAPUSA-N	C[C@@H]1(C[C@H](C)[C@H](O)[C@@H](C)[C@H](O)[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@H](O)[C@@H](C)C(=O)1)
PRPP	PRPP	InChIKey=PQGCEDQWHSBAJP-TXICZTDVSA-I	C(OP(=O)([O-])[O-])[C@@H]1([C@@H](O)[C@@H](O)[C@H](O1)OP(OP([O-])(=O)[O-])([O-])=O)
CPD-13809	CPD-13809	InChIKey=AGOYDEPGAOXOCK-KCBOHYOISA-N	CC[C@@H]2([C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@](C)(OC)[C@@H]([C@@H](C)[C@H](O[C@@H]1(O[C@@H](C)[C@@H]([C@](C)(OC)C1)O))[C@@H](C)C(=O)O2)O[C@@H]3(O[C@H](C)C[C@H](N(C)C)[C@@H](O)3))
CPD-7940	CPD-7940	InChIKey=IGGUPRCHHJZPBS-UHFFFAOYSA-N	C[R]
OLEANDOMYCIN	OLEANDOMYCIN	InChIKey=RZPAKFUAFGMUPI-QESOVKLGSA-O	C[C@H]4(C[C@@]1(CO1)C(=O)[C@H](C)[C@@H](O)[C@@H](C)[C@@H](C)OC(=O)[C@H](C)[C@@H](O[C@H]2(C[C@H](OC)[C@@H](O)[C@H](C)O2))[C@H](C)[C@@H](O[C@@H]3(O[C@H](C)C[C@@H]([C@@H](O)3)[NH+](C)C))4)
CPD-21084	CPD-21084	InChIKey=JIMLDJNLXLMGLX-JTQLQIEISA-M	C(O[R2])(=O)[R1]
CPD-15960	CPD-15960	InChIKey=OMYCCYUTWDTWNV-AZKJBOOCSA-O	CC[C@@H]1([C@H](/C=C(C)/C=C/C(=O)[C@H](C)C[C@H](CCO)[C@@H]([C@@H](C)[C@H](O)CC(=O)O1)O[C@@H]4(O[C@H](C)[C@@H](O[C@@H]2(O[C@H]([C@H](O)[C@@](O)(C)C2)C))[C@H]([NH+](C)C)[C@@H](O[C@@H]3(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)3))4))CO[C@@H]5(O[C@@H]([C@@H](O)[C@@H](OC)[C@@H](OC)5)C))
CPD-7935	CPD-7935	InChIKey=FNAZRRHPUDJQCJ-UHFFFAOYSA-N	C[R]
CPD-13833	CPD-13833	InChIKey=UEIVQYHYALXCBD-OTUJEKPESA-O	C[C@@H]1(/C=C/C([C@H](C)C[C@H](C)[C@@H]([C@H](C(=O)O[C@H]([C@@H](C)O)1)C)O[C@H]2([C@@H]([C@H](C[C@@H](C)O2)[NH+](C)C)O))=O)
FRUCTOSE-2-PHOSPHATE	FRUCTOSE-2-PHOSPHATE	InChIKey=PMTUDJVZIGZBIX-ZXXMMSQZSA-L	C([C@@H]1([C@H]([C@@H]([C@](OP([O-])([O-])=O)(O1)CO)O)O))O
CPD-10321	CPD-10321	InChIKey=GNBHVMBELHWUIF-UHFFFAOYSA-N	CCC(C)C1(C(N(C)C(C(N(C)C(C)C(NCCC(=O)OC(CC(C)C)C(N2(CCCC(C(N1)=O)2))=O)=O)=O)C(C)C)=O)
CPD-9765	CPD-9765	InChIKey=ZYURHZPYMFLWSH-UHFFFAOYSA-N	C[R]
CPD-18261	CPD-18261	InChIKey=ZDQSOHOQTUFQEM-NURRSENYSA-N	CC[C@H]3(C(=O)C[C@@H]([C@@H](C)[C@@H](C(\C)=C/[C@@H]1(CC[C@@H](O)[C@H](OC)C1))OC(=O)[C@@H]2(CCCCN2C(=O)C([C@@]4(O)([C@H](C)C[C@@H]([C@@H]([C@H](C[C@@H](C)CC(\C)=C/3)OC)(O4))OC))=O))O)
CPD-15489	CPD-15489	InChIKey=MGADZUXDNSDTHW-UHFFFAOYSA-N	C1(\C=C/OC\C=1)
CPD-15949	CPD-15949	InChIKey=DMUAPQTXSSNEDD-IWHORCFHSA-O	CCC(=O)OC3(C(OC)C(OC2(C(C(C(OC1(OC(C)C(OC(=O)CC)C(C)(O)C1))C(O2)C)[NH+](C)C)O))C(CC=O)CC(C(/C=C/C=C\CC(OC(C3)=O)C)O)C)
CPD-8514	CPD-8514	InChIKey=JXTPJDDICSTXJX-UHFFFAOYSA-N	C[R]
CPD-13830	CPD-13830	InChIKey=DZGHWPQKGWXOHD-NHLONWFASA-O	CC[C@@H]1([C@H](C)/C=C/C([C@H](C)C[C@H](C)[C@@H]([C@H](C(=O)O1)C)O[C@H]2([C@@H]([C@H](C[C@@H](C)O2)[NH+](C)C)O))=O)
CARBOXYPHENYLAMINO-DEOXYRIBULOSE-P	CARBOXYPHENYLAMINO-DEOXYRIBULOSE-P	InChIKey=QKMBYNRMPRKVTO-MNOVXSKESA-K	C(OP(=O)([O-])[O-])[C@@H](O)[C@@H](O)C(=O)CNC1(/C=C\C=C/C(/C(=O)[O-])=1)
CPD-17212	CPD-17212	InChIKey=VQOXZBDYSJBXMA-NQTDYLQESA-N	C[C@H]1(/C=C/C=C/CC/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2([C@H](C([O-])=O)[C@H](C[C@](C[C@H]([C@@H](CC[C@H](C[C@H](C[C@H](CC(=O)O[C@@H](C)[C@H](C)[C@@H]1O)O)O)O)O)O)(O)O2)O))O[C@H]3([C@H]([C@H]([C@@H]([C@@H](C)O3)O)[NH3+])O))
CPD-7944	CPD-7944	InChIKey=YKNWIILGEFFOPE-UHFFFAOYSA-N	C[R]
CPD-15935	CPD-15935	InChIKey=KLGADJPDTCIJLO-FCNIXBKESA-N	C[C@H]2(/C=C/C(=O)O[C@H](C)[C@@H](CO[C@H]1([C@@H]([C@@H]([C@@H]([C@@H](C)O1)O)OC)OC))[C@H]4([C@H](/C=C/C([C@](C)(C[C@H](C)[C@H]2O[C@H]3([C@@H]([C@H](C[C@@H](C)O3)OC)O))O)=O)O4))
CPD-22416	CPD-22416	InChIKey=MCOQHIWZJUDQIC-UHFFFAOYSA-N	C(O[R2])(=O)[R1]
CPD-13825	CPD-13825	InChIKey=WBLQSDZLJBWRPL-WQMXQYMNSA-N	C[C@H]3(C[C@@]1(CO1)C(=O)[C@H](C)[C@@H](O)[C@@H](C)[C@@H](C)OC(=O)[C@H](C)[C@@H](O[C@H]2(C[C@H](OC)[C@@H](O)[C@H](C)O2))[C@H](C)[C@@H](O)3)
CPD-7937	CPD-7937	InChIKey=IUJAMGNYPWYUPM-UHFFFAOYSA-N	C[R]
